"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Secchi Disc Depth (M)","Silica (mg/L)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"Victoria Harbour","VM12","2024-06-17","1","Bottom Water","0.3","0.1","1.2","49","3.5","3800","10000","0.21","0.046","0.01","8","<0.2","21.8","2.4","1.8","4.2","27.2","0.36","0.2","0.46","0.08","5.2","0.005","0.6"
"Victoria Harbour","VM12","2024-07-03","1","Surface Water","1.2","0.053","25","98","6.9","520","1800","0.72","0.043","0.013","7.5","2.9","18.6","2.7","3.2","5","28.4","0.82","0.26","1.02","0.08","3.3","0.001","1.5"
"Victoria Harbour","VM12","2024-07-03","1","Middle Water","0.6","0.14","6.1","89","6.3","2800","5900","0.42","0.032","0.03","7.1","0.8","20.6","2.7","2.1","3.6","27.5","0.59","0.33","0.78","0.1","3.8","0.001","0.8"
"Victoria Harbour","VM12","2024-07-03","1","Bottom Water","0.4","0.13","1.6","75","5.3","3300","6400","0.17","0.019","0.026","7.1","1.1","25.7","2.7","1.8","3.4","25.5","0.32","0.29","0.48","0.12","3.8","<0.001","0.9"
"Victoria Harbour","VM12","2024-08-01","1","Surface Water","0.4","0.062","0.7","51","3.5","2000","6600","0.42","0.076","0.018","7.9","0.3","26.7","2.9","2","1.5","26.8","0.56","0.34","0.84","0.09","1.8","0.003","0.6"
"Victoria Harbour","VM12","2024-08-01","1","Middle Water","0.3","0.12","3.7","47","3.2","4100","10000","0.36","0.061","0.032","7.9","<0.2","28.4","2.9","2.1","8.7","26","0.54","0.35","0.77","0.11","1.8","0.004","2.5"
"Victoria Harbour","VM12","2024-08-01","1","Bottom Water","0.2","0.09","6.1","26","1.8","2100","3700","0.39","0.067","0.026","7.8","<0.2","32","2.9","2.1","3.7","24.8","0.55","0.29","0.75","0.11","1.8","0.003","1"
"Victoria Harbour","VM12","2024-09-02","1","Surface Water","0.3","0.075","7.5","78","5.3","110","220","0.19","0.033","0.011","7.8","1.1","29.9","2","0.94","2.3","26.5","0.3","0.33","0.55","0.09","2.8","0.002","1.3"
"Victoria Harbour","VM12","2024-09-02","1","Middle Water","0.7","0.13","7.2","65","4.4","11000","20000","0.17","0.031","0.01","7.8","2.4","29.9","2","0.85","3.4","26.4","0.33","0.38","0.58","0.1","2.9","0.004","1.6"
"Victoria Harbour","VM12","2024-09-02","1","Bottom Water","0.5","0.12","5.4","58","4","3400","9000","0.15","0.03","0.015","7.8","3.2","30","2","0.92","3.2","26.4","0.3","0.37","0.55","0.09","2.6","0.004","1.4"
"Victoria Harbour","VM12","2024-10-28","1","Surface Water","0.4","0.072","1.8","77","5.1","210","390","0.071","0.025","0.012","7.8","0.7","32.4","2.2","0.91","5.4","27.1","0.17","0.2","0.3","0.13","3.7","0.002","1.1"
"Victoria Harbour","VM12","2024-10-28","1","Middle Water","0.4","0.084","1.4","65","4.3","150","360","0.069","0.022","0.013","7.8","0.8","32.4","2.2","0.95","4","27.1","0.18","0.18","0.27","0.14","4","0.003","0.8"
"Victoria Harbour","VM12","2024-10-28","1","Bottom Water","0.4","0.078","1.4","59","3.9","320","840","0.07","0.023","0.013","7.8","1.1","32.4","2.2","0.95","4.7","27.1","0.17","0.22","0.31","0.14","4.1","0.002","0.7"
"Victoria Harbour","VM12","2024-11-08","1","Surface Water","1.3","0.1","2.5","105","6.5","120","320","0.11","0.09","0.014","7.7","<0.2","32.5","2","0.96","22","26.3","0.3","0.7","0.9","0.38","2.4","0.002","1.7"
"Victoria Harbour","VM12","2024-11-08","1","Middle Water","<0.1","0.085","1.2","51","3.5","470","2400","0.11","0.095","0.016","7.7","1.1","32.1","2","0.98","7.6","25.9","0.29","0.24","0.45","0.13","4.1","0.002","0.7"
"Victoria Harbour","VM12","2024-11-08","1","Bottom Water","<0.1","0.1","1.9","52","3.5","610","1600","0.11","0.095","0.016","7.7","0.9","32.4","2","1","11","26.1","0.31","0.26","0.47","0.13","7.1","0.002","<0.5"
"Victoria Harbour","VM12","2024-12-06","1","Surface Water","0.6","0.14","4.2","98","7.1","1700","3600","0.28","0.024","0.019","7.6","2.6","31.7","1.7","1.6","7.4","22.3","0.44","0.28","0.58","0.07","8.6","0.002","1.1"
"Victoria Harbour","VM12","2024-12-06","1","Middle Water","0.6","0.14","2.8","74","5.4","1600","2200","0.27","0.025","0.021","7.6","2.2","31.7","1.7","1.6","6.9","22.4","0.44","0.25","0.55","0.07","8.5","0.002","1.1"
"Victoria Harbour","VM12","2024-12-06","1","Bottom Water","0.6","0.15","2.7","69","5","1700","3100","0.28","0.024","0.018","7.6","1.7","31.7","1.7","1.6","8.5","22.3","0.45","0.26","0.56","0.06","8.2","0.002","1.4"
"Victoria Harbour","VM14","2024-01-05","1","Surface Water","0.8","0.15","0.8","105","7.9","100","130","0.15","0.048","0.02","7.6","0.2","32.6","3.1","1","1.1","19.7","0.35","0.21","0.41","<0.05","8.3","0.002","0.8"
"Victoria Harbour","VM14","2024-01-05","1","Middle Water","0.9","0.15","0.7","74","5.6","100","260","0.15","0.047","0.015","7.6","<0.2","32.9","3.1","1","1.9","19.8","0.35","0.23","0.43","0.05","2.8","0.002","0.9"
"Victoria Harbour","VM14","2024-01-05","1","Bottom Water","0.7","0.15","0.8","67","5","90","110","0.13","0.047","0.017","7.6","<0.2","32.9","3.1","0.99","3.9","19.8","0.33","0.27","0.45","0.05","3","0.002","2.2"
"Victoria Harbour","VM14","2024-02-02","1","Surface Water","0.2","0.17","0.3","68","5.1","820","1200","0.067","0.005","0.011","7.9","<0.2","33.7","2.2","0.53","4","19.4","0.24","0.33","0.4","0.05","1","0.004","0.6"
"Victoria Harbour","VM14","2024-02-02","1","Middle Water","0.3","0.17","0.7","77","5.8","860","1500","0.063","0.005","0.009","7.9","<0.2","33.7","2.2","0.53","5.3","19.3","0.24","0.4","0.47","0.05","1","0.004","1"
"Victoria Harbour","VM14","2024-02-02","1","Bottom Water","0.3","0.17","0.6","76","5.7","540","1600","0.066","0.005","0.006","7.9","<0.2","33.7","2.2","0.55","5","19.3","0.24","0.56","0.63","0.05","1","0.004","0.6"
"Victoria Harbour","VM14","2024-03-08","1","Surface Water","<0.1","0.17","1.1","110","8.3","130","250","0.084","0.004","0.015","7.6","0.3","33.8","3.2","0.48","1.4","19.8","0.26","0.26","0.35","0.06","3","0.002","<0.5"
"Victoria Harbour","VM14","2024-03-08","1","Middle Water","<0.1","0.18","0.4","70","5.2","900","11000","0.085","0.004","0.017","7.6","0.5","33.7","3.2","0.45","1.1","20.1","0.27","0.25","0.34","0.06","3","0.002","<0.5"
"Victoria Harbour","VM14","2024-03-08","1","Bottom Water","0.5","0.15","0.7","64","4.8","800","1100","0.084","0.005","0.016","7.6","<0.2","33.8","3.2","0.48","3.3","19.9","0.24","0.27","0.36","0.06","3.1","0.002","<0.5"
"Victoria Harbour","VM14","2024-04-05","1","Surface Water","1.6","0.072","4.9","105","7.4","120","400","0.35","0.011","0.003","8.3","1.5","28.4","2.7","0.3","2.2","24.5","0.43","0.31","0.67","0.06","1.3","0.006","0.6"
"Victoria Harbour","VM14","2024-04-05","1","Middle Water","1.1","0.064","4.4","100","7.1","210","900","0.32","0.009","0.004","8.3","0.5","29.1","2.7","0.24","2.9","24.2","0.39","0.27","0.6","0.06","1.3","0.005","0.6"
"Victoria Harbour","VM14","2024-04-05","1","Bottom Water","0.6","0.07","2.8","88","6.2","310","1300","0.22","0.006","0.008","8.2","<0.2","31","2.7","0.23","3.3","23.6","0.3","0.23","0.46","0.07","2.5","0.004","0.6"
"Victoria Harbour","VM14","2024-05-03","1","Surface Water","<0.1","0.14","0.9","97","6.9","2800","6400","0.36","0.032","0.02","7.4","<0.2","27.3","1.3","1.8","2.3","24.8","0.53","0.3","0.69","0.08","3.1","0.002","<0.5"
"Victoria Harbour","VM14","2024-05-03","1","Middle Water","<0.1","0.16","0.8","64","4.5","4800","7700","0.31","0.027","0.02","7.4","<0.2","27.9","1.3","1.5","2.7","24.9","0.5","0.32","0.66","0.08","3.1","0.002","0.6"
"Victoria Harbour","VM14","2024-05-03","1","Bottom Water","<0.1","0.16","0.6","58","4.1","4200","6500","0.27","0.021","0.019","7.4","<0.2","28.3","1.3","1.3","7.2","24.8","0.45","0.3","0.59","0.08","4.9","0.002","1.5"
"Victoria Harbour","VM14","2024-06-17","1","Surface Water","0.7","0.03","1.8","96","7","1400","3100","1.1","0.084","0.031","8","<0.2","15.1","1.6","8.2","3.6","27.5","1.21","0.16","1.34","0.06","4.5","0.002","0.8"
"Victoria Harbour","VM14","2024-06-17","1","Middle Water","0.9","0.039","1","73","5.3","1800","4600","0.97","0.077","0.03","7.9","0.7","16.2","1.6","6","3.7","27.4","1.09","0.2","1.25","0.07","4.3","0.002","0.8"
"Victoria Harbour","VM14","2024-06-17","1","Bottom Water","0.8","0.059","0.9","62","4.5","1900","3900","0.69","0.063","0.02","7.9","<0.2","17.1","1.6","4.2","5.2","27.2","0.81","0.22","0.97","0.07","3.5","0.003","1.4"
"Victoria Harbour","VM14","2024-07-03","1","Surface Water","1.1","0.042","2.8","100","7.1","140","220","0.89","0.047","0.015","7.5","1.1","15.7","2.5","5.4","4.5","28.4","0.98","0.24","1.18","0.05","3.8","0.001","1.3"
"Victoria Harbour","VM14","2024-07-03","1","Middle Water","0.9","0.047","26","136","9.7","110","280","0.85","0.047","0.016","7.5","6","15.9","2.5","5.2","4.8","28.2","0.94","0.3","1.2","0.06","3.8","0.001","1.3"
"Victoria Harbour","VM14","2024-07-03","1","Bottom Water","0.4","0.1","9.9","86","6.1","1100","1600","0.46","0.038","0.024","7.2","1.3","17.8","2.5","2.1","3.5","27.6","0.6","0.28","0.78","0.08","3.5","0.001","1"
"Victoria Harbour","VM14","2024-08-01","1","Surface Water","0.3","0.035","0.9","48","3.3","110","400","0.72","0.099","0.026","7.9","0.7","23.2","2.2","4.1","1.9","27.3","0.85","0.32","1.14","0.09","1.8","0.002","0.7"
"Victoria Harbour","VM14","2024-08-01","1","Middle Water","0.4","0.051","6.3","67","4.7","100","430","0.69","0.097","0.028","7.9","0.3","23.5","2.2","4.1","2.1","27","0.84","0.24","1.03","0.1","1.8","0.002","0.9"
"Victoria Harbour","VM14","2024-08-01","1","Bottom Water","0.2","0.063","5.4","58","4.1","170","390","0.62","0.09","0.051","7.9","1.4","26.4","2.2","3.8","3","26.5","0.77","0.37","1.08","0.11","1.8","0.002","1.2"
"Victoria Harbour","VM14","2024-09-02","1","Surface Water","0.3","0.056","6.5","109","7.4","110","490","0.26","0.04","0.015","7.8","0.7","28.9","2.2","1.4","2.6","26.8","0.36","0.2","0.5","0.08","2.8","0.002","1"
"Victoria Harbour","VM14","2024-09-02","1","Middle Water","0.7","0.066","5.2","60","4.1","170","1200","0.25","0.038","0.014","7.8","2.6","29.1","2.2","1.5","4.2","26.7","0.35","0.24","0.53","0.08","3.1","0.002","1.2"
"Victoria Harbour","VM14","2024-09-02","1","Bottom Water","0.6","0.06","4.6","62","4.2","90","350","0.22","0.038","0.016","7.8","2.5","29.3","2.2","1.5","7.6","26.5","0.32","0.27","0.53","0.1","8.6","0.002","1.6"
"Victoria Harbour","VM14","2024-10-28","1","Surface Water","0.7","0.084","1.7","73","4.8","2300","11000","0.085","0.023","0.016","7.8","0.8","32.3","2.1","1.1","6.1","27.3","0.19","0.2","0.31","0.14","4.2","0.003","1.1"
"Victoria Harbour","VM14","2024-10-28","1","Middle Water","1","0.083","1.3","62","4.1","1300","3800","0.083","0.023","0.015","7.8","1.3","32.3","2.1","1.1","9.4","27.3","0.19","0.21","0.32","0.14","5.2","0.003","1.7"
"Victoria Harbour","VM14","2024-10-28","1","Bottom Water","0.9","0.073","1.4","57","3.8","1100","3800","0.08","0.024","0.017","7.8","1","32.3","2.1","1.1","8.4","27.2","0.18","0.19","0.29","0.14","7.2","0.002","1.2"
"Victoria Harbour","VM14","2024-11-08","1","Surface Water","<0.1","0.091","1.5","93","6.3","380","1300","0.11","0.099","0.02","7.7","1.2","32.5","2.4","0.97","16","26.3","0.3","0.62","0.83","0.4","4.8","0.002","0.7"
"Victoria Harbour","VM14","2024-11-08","1","Middle Water","<0.1","0.067","1.2","59","3.9","50","150","0.11","0.1","0.015","7.7","1.1","32.5","2.4","1","9","26.2","0.28","0.24","0.45","0.13","4.5","0.002","0.6"
"Victoria Harbour","VM14","2024-11-08","1","Bottom Water","<0.1","0.073","1.5","56","3.7","130","310","0.11","0.1","0.015","7.7","0.8","32.5","2.4","1","10","26.2","0.28","0.24","0.45","0.14","4.7","0.002","1"
"Victoria Harbour","VM14","2024-12-06","1","Surface Water","0.7","0.13","3.1","92","6.6","750","1500","0.28","0.025","0.018","7.6","2.6","31.7","2.3","1.6","3.4","22.3","0.44","0.28","0.59","0.08","5.1","0.002","0.9"
"Victoria Harbour","VM14","2024-12-06","1","Middle Water","0.6","0.13","3.3","73","5.3","1900","3600","0.28","0.032","0.009","7.6","2.3","31.7","2.3","1.6","5.9","22.5","0.44","0.31","0.62","0.1","5.7","0.002","1.1"
"Victoria Harbour","VM14","2024-12-06","1","Bottom Water","0.6","0.14","3","67","4.8","1500","2000","0.28","0.025","0.011","7.6","2.2","31.7","2.3","1.6","8.8","22.4","0.45","0.27","0.58","0.06","5.9","0.002","1.4"
"Victoria Harbour","VM15","2024-01-05","1","Surface Water","0.5","0.19","1.7","108","8.1","8000","19000","0.11","0.042","0.016","7.6","1.4","33","3.4","0.71","5.4","19.8","0.34","0.31","0.46","0.05","2.8","0.003","1.8"
"Victoria Harbour","VM15","2024-01-05","1","Middle Water","0.4","0.17","1.6","78","5.9","19000","31000","0.1","0.043","0.017","7.6","0.9","33.1","3.4","0.83","4.4","19.8","0.31","0.21","0.35","<0.05","3","0.002","1.2"
"Victoria Harbour","VM15","2024-01-05","1","Bottom Water","0.2","0.13","<0.2","85","6.3","11000","24000","0.082","0.041","0.02","7.6","<0.2","33.2","3.4","0.9","1.7","19.8","0.25","0.2","0.32","0.05","4.3","0.002","0.8"
"Victoria Harbour","VM15","2024-02-02","1","Surface Water","0.4","0.27","0.5","61","4.6","5000","11000","0.061","0.006","0.016","7.9","<0.2","33.8","2.9","0.6","4","19.5","0.34","1.4","1.47","0.06","0.8","0.006","0.8"
"Victoria Harbour","VM15","2024-02-02","1","Middle Water","0.3","0.26","0.9","69","5.2","5000","7600","0.058","0.005","0.008","7.9","<0.2","33.8","2.9","0.6","4","19.4","0.32","0.36","0.42","0.05","1.1","0.005","0.8"
"Victoria Harbour","VM15","2024-02-02","1","Bottom Water","0.3","0.26","0.6","68","5.1","5000","10000","0.056","0.004","0.02","7.9","<0.2","33.8","2.9","0.59","7.3","19.3","0.32","0.36","0.42","0.06","1","0.006","0.9"
"Victoria Harbour","VM15","2024-03-08","1","Surface Water","0.6","0.18","0.4","81","6","1800","2600","0.082","0.008","0.019","7.5","<0.2","33.9","2.7","0.6","6.4","20","0.27","0.25","0.34","0.06","3.2","0.002","0.6"
"Victoria Harbour","VM15","2024-03-08","1","Middle Water","0.4","0.18","0.5","82","6.1","1900","3300","0.082","0.008","0.023","7.5","<0.2","33.9","2.7","0.59","2.4","20","0.27","0.29","0.38","0.06","3.5","0.002","<0.5"
"Victoria Harbour","VM15","2024-03-08","1","Bottom Water","0.3","0.17","0.4","83","6.2","1100","1300","0.083","0.009","0.03","7.5","0.3","33.9","2.7","0.6","5.6","19.9","0.26","0.4","0.49","0.06","4.4","0.002","0.7"
"Victoria Harbour","VM15","2024-04-05","1","Surface Water","1.5","0.23","8.8","96","6.7","10000","15000","0.19","0.008","0.017","8.2","1.4","31.4","3.2","0.16","1.2","24","0.43","0.58","0.78","0.09","1","0.013","0.5"
"Victoria Harbour","VM15","2024-04-05","1","Middle Water","1","0.22","5.4","91","6.4","10000","13000","0.19","0.008","0.015","8.1","0.4","31.6","3.2","0.17","2.3","23.9","0.42","0.46","0.66","0.09","1","0.012","0.8"
"Victoria Harbour","VM15","2024-04-05","1","Bottom Water","0.7","0.18","4.9","84","5.9","4900","7900","0.16","0.007","0.016","8.1","0.6","32.1","3.2","0.23","5.3","23.7","0.35","0.54","0.71","0.09","2.3","0.009","1.2"
"Victoria Harbour","VM15","2024-05-03","1","Surface Water","<0.1","0.14","1","111","7.9","1800","6000","0.21","0.016","0.016","7.4","<0.2","27.7","3.2","1","1.7","24.6","0.37","0.38","0.61","0.09","2.9","0.001","<0.5"
"Victoria Harbour","VM15","2024-05-03","1","Middle Water","<0.1","0.14","0.3","95","6.6","3100","5700","0.21","0.016","0.017","7.4","<0.2","30.7","3.2","1","2.5","24.9","0.37","0.29","0.52","0.11","3.1","0.001","0.6"
"Victoria Harbour","VM15","2024-05-03","1","Bottom Water","<0.1","0.13","0.9","72","5","2700","4900","0.21","0.015","0.016","7.4","<0.2","30.8","3.2","1","13","24.9","0.36","0.29","0.52","0.08","3.3","0.001","2.9"
"Victoria Harbour","VM15","2024-06-17","1","Surface Water","0.4","0.13","1.7","78","5.5","350","1200","0.67","0.065","0.031","8","<0.2","20.8","2.5","4.2","1.2","27.7","0.87","0.38","1.12","0.07","1.1","0.007","0.6"
"Victoria Harbour","VM15","2024-06-17","1","Middle Water","0.3","0.15","1.6","68","4.7","630","900","0.6","0.048","0.024","7.9","<0.2","20.8","2.5","3.8","1.8","27.7","0.8","0.28","0.93","0.07","0.9","0.007","0.8"
"Victoria Harbour","VM15","2024-06-17","1","Bottom Water","0.4","0.19","0.9","65","4.6","1100","2800","0.25","0.033","0.027","7.9","<0.2","22.9","2.5","2","4.2","27.1","0.47","0.29","0.57","0.11","10.1","0.008","1.3"
"Victoria Harbour","VM15","2024-07-03","1","Surface Water","2.7","0.067","52","94","6.5","800","2000","0.63","0.034","0.003","7.9","8.1","17.2","2.2","1.1","12","29.2","0.73","0.37","1.03","0.06","3.6","0.004","2.1"
"Victoria Harbour","VM15","2024-07-03","1","Middle Water","2.4","0.095","38","140","9.8","7400","13000","0.46","0.036","0.007","7.6","10","18.7","2.2","0.94","4.7","28.5","0.59","0.45","0.95","0.06","3.5","0.003","1.5"
"Victoria Harbour","VM15","2024-07-03","1","Bottom Water","2.6","0.2","1.4","121","8.4","6700","14000","0.2","0.024","0.023","7.1","1.4","21.4","2.2","1.7","4","27.8","0.42","0.28","0.5","0.12","5.6","0.002","1.4"
"Victoria Harbour","VM15","2024-08-01","1","Surface Water","1","0.12","6.5","78","5.3","440","870","0.35","0.061","0.016","8.1","3.2","27.5","2.9","1.5","2.6","27.1","0.53","0.42","0.83","0.11","1.9","0.007","1.5"
"Victoria Harbour","VM15","2024-08-01","1","Middle Water","0.9","0.13","18","88","6","510","1300","0.35","0.062","0.019","8","2.2","27.6","2.9","1.5","3.4","26.9","0.54","0.4","0.81","0.11","1.9","0.007","1.8"
"Victoria Harbour","VM15","2024-08-01","1","Bottom Water","<0.1","0.2","6.6","29","2","350","670","0.21","0.043","0.033","7.9","1.4","31.5","2.9","2.1","5","25.1","0.45","0.39","0.64","0.15","1.8","0.007","1.6"
"Victoria Harbour","VM15","2024-09-02","1","Surface Water","1.2","0.14","8.4","82","5.5","4400","8500","0.14","0.028","0.007","7.9","3.9","30.1","2.4","0.58","5.2","27.1","0.31","0.37","0.54","0.09","1.8","0.006","1.8"
"Victoria Harbour","VM15","2024-09-02","1","Middle Water","0.9","0.12","7.3","68","4.6","9000","14000","0.13","0.022","0.01","7.9","4.9","30.3","2.4","0.58","6.9","26.9","0.27","0.46","0.61","0.1","5.3","0.004","2"
"Victoria Harbour","VM15","2024-09-02","1","Bottom Water","1.1","0.12","6.3","75","5.1","3100","6700","0.12","0.021","0.016","7.8","5.4","30.7","2.4","0.65","9.4","26.6","0.26","0.44","0.58","0.13","5.6","0.004","2.2"
"Victoria Harbour","VM15","2024-10-28","1","Surface Water","0.3","0.088","2.1","87","5.8","350","540","0.067","0.019","0.014","7.7","1.4","32.5","1.9","0.83","6.4","27.1","0.17","0.21","0.3","0.14","4.2","0.002","1.3"
"Victoria Harbour","VM15","2024-10-28","1","Middle Water","0.4","0.089","2.1","69","4.6","240","360","0.07","0.018","0.012","7.7","1.1","32.5","1.9","0.88","5.6","27","0.18","0.21","0.3","0.14","4.1","0.002","1.2"
"Victoria Harbour","VM15","2024-10-28","1","Bottom Water","0.4","0.081","1.7","57","3.8","800","1300","0.063","0.019","0.013","7.7","1.4","32.4","1.9","0.91","19","27","0.16","0.23","0.31","0.14","5.6","0.002","5.2"
"Victoria Harbour","VM15","2024-11-08","1","Surface Water","<0.1","0.082","4.4","65","4.4","170","260","0.1","0.06","0.013","7.8","1.5","32.4","2.8","0.8","11","26.1","0.24","0.22","0.38","0.26","3.2","0.002","1.1"
"Victoria Harbour","VM15","2024-11-08","1","Middle Water","<0.1","0.075","3.6","62","4.2","150","260","0.1","0.06","0.013","7.8","2.8","32.3","2.8","0.77","14","26.1","0.24","0.26","0.42","0.13","4.4","0.002","1.1"
"Victoria Harbour","VM15","2024-11-08","1","Bottom Water","<0.1","0.088","4.1","61","4.1","300","850","0.11","0.06","0.015","7.7","2.1","32.3","2.8","0.8","5.6","26.1","0.26","0.27","0.44","0.12","7.5","0.002","1"
"Victoria Harbour","VM15","2024-12-06","1","Surface Water","0.9","0.16","6.9","74","5.3","6700","17000","0.25","0.023","0.01","7.6","4.2","31.7","1.7","1.1","5.9","22.5","0.43","0.31","0.58","0.07","5.3","0.002","1.7"
"Victoria Harbour","VM15","2024-12-06","1","Middle Water","0.9","0.22","4.9","78","5.6","9000","15000","0.26","0.022","0.007","7.6","3.7","31.6","1.7","1.2","5","22.5","0.5","0.37","0.65","0.07","6.1","0.003","1"
"Victoria Harbour","VM15","2024-12-06","1","Bottom Water","0.9","0.21","5.6","65","4.7","6500","17000","0.26","0.023","0.01","7.6","3.6","31.6","1.7","1.2","12","22.5","0.49","0.32","0.6","0.07","7.2","0.003","2.4"
"Victoria Harbour","VM2","2024-01-03","1","Surface Water","0.5","0.077","1.6","66","4.9","120","570","0.14","0.042","0.028","7.7","0.9","33","3.3","0.68","3.9","19.9","0.26","0.17","0.35","0.06","3.1","0.001","1.6"
"Victoria Harbour","VM2","2024-01-03","1","Middle Water","0.3","0.059","1","92","6.9","250","800","0.11","0.041","0.012","7.7","1","33.1","3.3","0.69","4.7","19.9","0.21","0.12","0.27","0.04","2.8","<0.001","1.4"
"Victoria Harbour","VM2","2024-01-03","1","Bottom Water","0.5","0.06","1.2","92","6.9","150","490","0.11","0.043","0.013","7.7","<0.2","33.2","3.3","0.72","2.8","19.9","0.21","0.1","0.25","0.05","3.2","<0.001","0.9"
"Victoria Harbour","VM2","2024-02-01","1","Surface Water","0.9","0.096","0.7","83","6.3","240","450","0.069","0.007","0.01","7.8","<0.2","33.8","3","0.55","3.8","19","0.17","0.46","0.54","0.05","3.5","0.002","1.1"
"Victoria Harbour","VM2","2024-02-01","1","Middle Water","1","0.1","0.5","82","6.2","210","280","0.076","0.009","0.015","7.8","<0.2","33.8","3","0.56","4.4","18.9","0.19","0.37","0.46","0.05","4.2","0.002","0.8"
"Victoria Harbour","VM2","2024-02-01","1","Bottom Water","0.7","0.096","0.7","82","6.3","260","590","0.092","0.015","0.007","7.8","<0.2","33.8","3","0.57","2.8","18.9","0.2","0.29","0.4","0.05","4.2","0.002","<0.5"
